voice_actor_master_id,follower,"created_at","updated_at","name","description",favourites_count,friends_count,listed_count,"screen_name","profile_image_url",statuses_count,"raw_data"
1,2015,"2016-01-30 20:25:48","2016-01-30 20:25:48","逢川奈々","声のお仕事をさせて頂いてます。大人ゲームの中の人。マイペースでぽちぽち更新中。何の役にも立たないことばかりつぶやいてます。時々白いかも。時々黒いかも。",0,1786,253,"aikawanana","http://pbs.twimg.com/profile_images/1173962062/aikawanana_normal.JPG",6635,NULL
2,54545,"2016-01-30 20:25:48","2016-01-30 20:25:48","相沢舞 Mai Aizawa","青二プロダクションです。 「デンキ街の本屋さん」カメ子、「東京ESP」黒井小節、DOA5 マリー・ローズ、｢日常｣長野原みお、「未来日記」雨流みねね、古墳ギャルコフィー、「ブレイブリーデフォルト」イデア ☆「世界陸上モスクワ」ナレーション「福島をずっと見ているTV」ナレーション",1312,593,3081,"moririnmonson","http://pbs.twimg.com/profile_images/681138525702520834/q6rqptLU_normal.jpg",16324,NULL
3,1794,"2016-01-30 20:25:48","2016-01-30 20:25:48","相田さやか","相田さやかと申します。声優・ナレーター等、声の仕事をしています。現在ツイッターには常駐して居りませんが、低頻度で出てきたりこなかったり。好きな球団マスコットは、こぐまとことらと、りす女史。
アメリカ横断ウルトラクイズ愛してる病は不治の病。",479,199,225,"sayaka_aida","http://pbs.twimg.com/profile_images/2969652141/f0266531102f83de669e95d195760cd0_normal.jpeg",5211,NULL
4,3293,"2016-01-30 20:25:48","2016-01-30 20:25:48","青山桐子","81プロデュース所属。 アイコンは新山ちゃんに描いてもらいました！",4889,235,252,"aoyaman105","http://pbs.twimg.com/profile_images/506172694727909377/whtIdi88_normal.jpeg",13081,NULL
5,26512,"2016-01-30 20:25:48","2016-01-30 20:25:48","青葉りんご","二次元の女の子や男の子と心のお友達になるお仕事。声優だったり歌手だったり。萌えは哲学だよ！お仕事のお問い合わせはこちらまで → aobaringo.osigoto@gmail.com",145,307,1479,"aobaringo","http://pbs.twimg.com/profile_images/685038989271683072/S7BlpWU-_normal.jpg",12635,NULL
6,119183,"2016-01-30 20:25:48","2016-01-30 20:25:48","赤﨑千夏(赤崎千夏)","薩摩産じゃっど！",0,122,4745,"R172","http://pbs.twimg.com/profile_images/3438627361/861d9482e43600eee3d753e16f573790_normal.jpeg",3062,NULL
7,1372,"2016-01-30 20:25:48","2016-01-30 20:25:48","秋野かほり 引っ越し作業あと少し","声優 ナレーター 朗読 ボルダリング 登山 スラックライン かえる みてミル！? 声の架け橋 パンケーキ かき氷",181,219,170,"akino_kaori","http://pbs.twimg.com/profile_images/676437290156036096/WSMDcvdB_normal.jpg",18972,NULL
8,5534,"2016-01-30 20:25:48","2016-01-30 20:25:48","あきやまかおる","多摩美術大学グラフィックデザイン科卒。舞台俳優・声優・ナレーター(ぷろだくしょんバオバブ)好き:プロレス、建築物、こども、演劇◼︎デザイン: @hakofac ／歌: @mishaoru @jp_RGB だめだもういよいよ私の中のプロレスを隠しきれない",3858,1071,565,"hakokao","http://pbs.twimg.com/profile_images/524833386964070400/ty685fW2_normal.png",33048,NULL
9,18390,"2016-01-30 20:25:48","2016-01-30 20:25:48","元祖 世界の あくつかな","声優やってましたヽ(・∀・)ノ妄想八段。 ゲーム｢クリミナルガールズ2｣シノア「ファイアーエムブレム覚醒｣サーリャ,セルジュ「ファイアーエムブレムif｣シャラ「エスカ＆ロジーのアトリエ｣フラメウ「AMNESIA｣ミネ／アニメ「ウィッチクラフトワークス ｣田沼佳子「サイコパス｣百田舞",19,153,1862,"akusas","http://pbs.twimg.com/profile_images/659659956518387712/Ei7ou_PO_normal.jpg",11872,NULL
11,2956,"2016-01-30 20:25:48","2016-01-30 20:25:48","きよみん","好きだっ！コーラ！BASH メンバー！シーサ。！なめこ！ロッシ！ゲーム！スロット！猫！ドラスレ！パズドラ！天羽！きびだんご！チロル！セコイヤ！プレコ！好きだ！",4,73,415,"kiyoasa","http://pbs.twimg.com/profile_images/2619477391/image_normal",2361,NULL
12,20539,"2016-01-30 20:25:48","2016-01-30 20:25:48","Yuu Asakawa","Japanese voice actress 浅川悠. The voice provider of LUKA from Vocaloid. [FB]https://t.co/k0aBdETdgn [Instagram]https://t.co/Y5ch9jbANK",508,170,1844,"Julia320","http://pbs.twimg.com/profile_images/674225391020544000/QAAmIwhk_normal.jpg",11973,NULL
13,0,"2016-01-30 20:25:48","2016-01-30 20:25:48","浅倉杏美","",0,0,13,"asakura_azumi","http://pbs.twimg.com/profile_images/539306232369016832/yL8wE8_Z_normal.jpeg",0,NULL
14,126074,"2016-01-30 20:25:48","2016-01-30 20:25:48","浅野真澄@あさのますみ","声優したり文筆業したり。同人誌で発表してきた『それが声優！』TVアニメ化！
https://t.co/f7ZHL0Ygmb",19,316,8503,"masumi_asano","http://pbs.twimg.com/profile_images/1970039787/_____twitter___normal.jpg",30003,NULL
15,497,"2016-01-30 20:25:48","2016-01-30 20:25:48","阿部 彬名(あべあきな)","声のお仕事をさせていただいています。
Fate/Zero、異世界の聖機師物語、エクスペンダブル・ミッション、MIAなど。。
のらりくらりな呟き。
返信は基本的には友人・知人にのみ。※でも極稀にお返事したり…。
全部ありがたく読ませていただいてます(｡ω)
ブログは開店休業中。
にゃんことうさぎとバレーボール大好き。",46,116,63,"AkinA_be","http://pbs.twimg.com/profile_images/378800000668942870/2936bb8d163d8a1d43608a18ecf6c1ed_normal.jpeg",3491,NULL
16,6670,"2016-01-30 20:25:48","2016-01-30 20:25:48","阿部玲子","あべっこです☆ EARLY WING所属。リプは読ませて頂いています。スマホ用ゲーム『ガールフレンド(仮)』李春燕役、『モンスター娘のいる日常～オンライン～』、『18～キミトツナガルパズル～』、『輝星のリベリオン』、『ぷよぷよ!!クエスト』ほか。",10,269,597,"reiko1009","http://pbs.twimg.com/profile_images/600975870312878082/JxfTjl8r_normal.jpg",11703,NULL
17,6705,"2016-01-30 20:25:48","2016-01-30 20:25:48","武石あゆ実（ミィナ）","アミュレート所属声優・武石あゆ実として活動中です！ 歩河みぃな（ @ayukawa317 ）と分裂。 アフィリアOGのミィナ。あゆみぃな。 ♡きりん♡ボルダリング♡サマナーズウォー BSアニマックス 土23:00～ゲーム★マニアックス FM-FUJI 土20:00～劇団サンバカーニバル",2787,587,564,"ayumeena","http://pbs.twimg.com/profile_images/618721015657422848/VVxomRZT_normal.jpg",9478,NULL
18,15328,"2016-01-30 20:25:48","2016-01-30 20:25:48","荒川 美穂","俳協の荒川 美穂です(*´ ˘ `*).｡oO 声のお仕事をさせていただいています。リプライは時々です。お菓子大好き♡ LoV3:みほてぃー",161,0,979,"Miho_Aaaa","http://pbs.twimg.com/profile_images/644515501209554948/4Rr5bV9X_normal.jpg",3958,NULL
19,8944,"2016-01-30 20:25:48","2016-01-30 20:25:48","荒浪和沙","○出演○

少女とドラゴン リーゼロッテ役/ロボットガールズZ グレンダさん役/絶対絶望少女 空木言子役/お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!! 近藤繭佳役/スタプラ！ ファルセット役/輪るピングドラム 夏芽マリオ役…etc",67,312,774,"kazusa_aranami","http://pbs.twimg.com/profile_images/642330844875456513/QI1-EMr-_normal.jpg",13060,NULL
20,16222,"2016-01-30 20:25:48","2016-01-30 20:25:48","有栖川みや美","有栖川みや美です。 声優としてお仕事させて頂いております！お知らせやお仕事情報がメインです。時々大好きなサッカーとドラクエ10と日常のお話があったりなかったり。スペインが好きです。",16,244,925,"arisugawamiyabi","http://pbs.twimg.com/profile_images/2720383641/b51a63a0c03712c39c84d0f76af75ce6_normal.png",10801,NULL
21,331749,"2016-01-30 20:25:48","2016-01-30 20:25:48","飯田里穂×りっぴー1/13シングル発売！","Iida Riho×いいだりほ ☆1st album『rippi-rippi』☆1st solo live『R3』≒thanx!!☆1月13日発売 1stシングル『KISS!KISS!KISS!』☆TVアニメ『VENUS PROJECT』流華・ソバガスキー『ラブライブ！』μ'ｓ星空凛『レーカン！』上原佳菜",157,326,11562,"rippialoha","http://pbs.twimg.com/profile_images/676377008159375360/aHWCr_vL_normal.jpg",5316,NULL
22,4081,"2016-01-30 20:25:48","2016-01-30 20:25:48","五十嵐浩子@2/7ワンフェス2-24！！","声優☆「メイデンクラフト」「戦の海賊」「りぼんちゃんthe TV」「ダンボール戦機ウォーズ」「ヒャッコ」「蟲師」声優ユニット『pink☆away』https://t.co/4VGudvoltA ☆プラモ☆フジミ宣伝大使☆お菓子手芸 山 深海 水族館 宇宙 おさげ キティ先輩 御朱印ドラゴンボール ガンダム",158,586,243,"rasico","http://pbs.twimg.com/profile_images/689840367139590145/FAl8MG6b_normal.jpg",23748,NULL
23,116361,"2016-01-30 20:25:48","2016-01-30 20:25:48","五十嵐裕美(いがらしひろみ)","リプはきまぐれ♪｢デュラララ!!×2 結｣写楽美影「蒼き鋼のアルペジオ」ハグロ 「どう干支」ウサギ「SHOW BY ROCK!」ﾎﾙﾐｰ「TOZ」サイモン「桜Trick」南しずく「ｼﾝﾃﾞﾚﾗｶﾞｰﾙｽﾞ」杏「ﾘｽｱﾆ!TV」ｱﾆｰ 「ひなビタ」めう /ﾗｼﾞｵ関西「いちごまみれだよ～」",2,604,5344,"HiRoMi_ig","http://pbs.twimg.com/profile_images/632035937006940161/KKRmmVL-_normal.png",47188,NULL
24,14271,"2016-01-30 20:25:48","2016-01-30 20:25:48","生田善子","ルマンドとランチパックそしてクマをこよなく愛してます◆ユリ熊嵐(百合ヶ咲るる)閃光のナイトレイド(苑樹雪菜)輪るピングドラム(柏木雪菜)星刻の竜騎士(コゼット)対魔導学園35試験小隊(泉堂静)47都道府犬R(岡山犬)LoVA(ドゥクス・ニニナ)アンジュ・ヴィエルジュ(ルビー/リゼリッタ/マリオン)etc...",1511,299,327,"lunchpackgirl","http://pbs.twimg.com/profile_images/682258494867681280/5OQy133H_normal.jpg",6808,NULL
25,70618,"2016-01-30 20:25:48","2016-01-30 20:25:48","池澤春菜【MHX＊笛の人】","池澤春菜:読書、海外SFとFTを偏愛。黒パグクーちゃんを溺愛。台湾と中国茶に片思い、きのこまみれ。料理とガンプラ、作るもの全般。趣味だらけの人生を謳歌中。【@のRT不可の場合は一言お書き添え下さい】",524,428,5364,"haluna7","http://pbs.twimg.com/profile_images/544677259571757058/sYHaCnJg_normal.jpeg",51552,NULL
27,79933,"2016-01-30 20:25:48","2016-01-30 20:25:48","イソッチ","声優のイソッチこと磯村知美です。 代表作は「バカとテストと召喚獣」霧島翔子、「緋色の欠片」アリア、「BLAZBLUE」マコト、「Wonderland Wars」マメール役。 ニコニコ動画にて配信中のアトラス公式番組「ペルソナストーカー倶楽部」では企画兼パーソナリティをしてます。 詳しくはBlogをチェックしてね！",3,348,3563,"isocchi_la_al","http://pbs.twimg.com/profile_images/510109667863691264/41Nhd2O9_normal.jpeg",35094,NULL
28,19350,"2016-01-30 20:25:48","2016-01-30 20:25:48","一色ヒカル","ども。声優やってます！ＰＣゲーム（アダルト系）等に出演しています。リンク先などはその点ご注意を＾＾",1,0,1445,"issiki_hikaru","http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png",4508,NULL
29,2553,"2016-01-30 20:25:48","2016-01-30 20:25:48","伊東久美子","伊東久美子です。声優のお仕事をしてます。デッドマン・ワンダーランド（輿尾唐子）・Yes!プリキュア5!（今野香織）ディズニーアニメ・フィニアスとファーブ（スージー）洋画：私がクマにキレた理由（グレイヤー)
https://t.co/0Mz9n3nPNm",175,236,288,"kumi_ito","http://pbs.twimg.com/profile_images/599947118405558272/s6RTCeL4_normal.jpg",12220,NULL
30,1379,"2016-01-30 20:25:48","2016-01-30 20:25:48","伊藤実華","漫画・音楽愛してます。声優やってます。女の子だけど、男の子役にご縁があります。偏食であまり育ちませんでした。 『パブー＆モジーズ』パブー、『ザ・フォロイング』ジョーイ、『それいけ！ゴールドバーグ家』アダム。コンピレーションALBUM『猫と音楽の蜜月』参加。猫の名前はハイオクです。",109,161,172,"M_ika3","http://pbs.twimg.com/profile_images/514695767659790336/pXtcs2cz_normal.jpeg",7881,NULL
31,17733,"2016-01-30 20:25:48","2016-01-30 20:25:48","稲村優奈","稲村優奈です(≧▽≦)ノ☆
ＡＴプロダクション所属の『女優・声優』
アニメ:遊☆戯☆王ARC-V 柊柚子/セレナ役",1,251,1138,"yuna_inamura","http://pbs.twimg.com/profile_images/680519790570549248/tXPZYYb0_normal.png",7951,NULL
32,3060,"2016-01-30 20:25:48","2016-01-30 20:25:48","井上直美","井上直美です♪MC・声優・タレント♪趣味は「釣り」「サバゲ」「ゲーム」「旧車」。好物は夏は「かき氷」冬は「白子」「生がき」、ラーメンは年中夢中☆お仕事依頼は【infoアットinouenaomiドットコム】までお願いします。釣り雑誌→シーバスマガジン/磯・投げ情報/アルファタックル・テイルウォークテスター",1,271,269,"inouenaomi","http://pbs.twimg.com/profile_images/676278337061322752/0F6RRJFc_normal.jpg",12870,NULL
33,34951,"2016-01-30 20:25:48","2016-01-30 20:25:48","井ノ上奈々@1/26〜青春ゲットバック2","1/26〜31 『青春ゲットバック2』／スマイル☆シューター 竜胆寿々子／GF(仮) 川淵一美／ブレイドアンドソウル ナリム・ソユ／２〜３次元同好会／ご依頼・お問い合わせはinfo@vims.co.jp",1070,807,2568,"inouenana","http://pbs.twimg.com/profile_images/680974420731510784/6lVypl_Z_normal.jpg",51369,NULL
34,508270,"2016-01-30 20:25:48","2016-01-30 20:25:48","井上麻里奈","声優のお仕事をやらせて頂いてます。機械音痴の自分が現代機器に奮闘中。やれば出来る子。",2,232,14084,"Mari_navi","http://pbs.twimg.com/profile_images/456758265305518080/RSNbY8Zg_normal.jpeg",12006,NULL
35,2567,"2016-01-30 20:25:48","2016-01-30 20:25:48","井上みゆコミケ３１日東サ３６ｂ","収録で生きてます☆主題歌うたってるマッチポンプ売りの少女ゎホリエモン様推薦だよんっ☆うる星やつら２の挿入歌・童話王国・ツイン天使の主題歌とか東方アレンジ歌ってます☆富士急ハイランドで声聴けるだし上まいのマイちゃん役とか孟穫役とか司役とか晶役とかひなた役とかマリーメイア役とかやってますニモ印刷工房さんのHPで声を聴いてね",10,2464,216,"miyubomb","http://pbs.twimg.com/profile_images/1286622686/NEC_0016-2_normal.jpg",14819,NULL
36,271066,"2016-01-30 20:25:48","2016-01-30 20:25:48","今井麻美","ミンゴス（今井麻美）と申します。 声優とか歌とかしゃべったりとか 色々してます。 全然うまくしゃべれないのでひどいときは聞き流して下さい（笑）※投稿した写真や文章などの無断転載はしないでくださいね☻",2,232,11902,"asamingosu","http://pbs.twimg.com/profile_images/513278713379565568/aqloof6B_normal.jpeg",4100,NULL
37,45963,"2016-01-30 20:25:48","2016-01-30 20:25:48","岩男潤子","＊NHKみんなのうた『ピヨの恩返し』を歌っています＊マイペースにつぶやいています♪ー声優代表作ー『カードキャプターさくら』大道寺知世役『魔法少女まどか☆マギカ』早乙女先生役『劇場版 宇宙戦艦ヤマト2199 星巡る方舟』レーレライ・レール役
DMへのお返事は出来ませんがいつも応援有難うございます。",653,44747,3726,"iwaojunko","http://pbs.twimg.com/profile_images/630647767380037632/8kU6ts2R_normal.jpg",15479,NULL
38,1589,"2016-01-30 20:25:48","2016-01-30 20:25:48","岩村琴美","声優・ナレーター。MAJOR/茂野真吾  BLUE DRAGON/マチルダ ストロベリーパニック/桜木花織 ゴシップガール/ネリーユキ BONES/ミシェル ファッション、羊毛フェルト、ビーズ、インテリア好き☆",5,71,158,"chibi_koto","http://pbs.twimg.com/profile_images/540038167865225216/6mzEsD0c_normal.jpeg",9136,NULL
39,8669,"2016-01-30 20:25:48","2016-01-30 20:25:48","上田朱音*2/26ミニアルバム発売♪","いつでも、はんなりマイペース*声優の上田朱音です❀お知らせやあかね色な日常をゆるーりつぶやきます。ただいま1stミニアルバム『朱音色LOOP』制作中です！気軽にあかちぃって呼んでくださると嬉しいな(〃'▽'〃)",29,413,514,"akane_u","http://pbs.twimg.com/profile_images/687217760053493761/ctFwClgu_normal.jpg",14754,NULL
40,283796,"2016-01-30 20:25:48","2016-01-30 20:25:48","植田佳奈","植田佳奈です。声優やってます～。趣味はゲームに麻雀、スノースクート、遠足！夏はインドア、冬はアウトドアのお誘い、お待ちしております！",74,1047,11234,"uedakana","http://pbs.twimg.com/profile_images/687110669749981184/7LJaEEt0_normal.jpg",22843,NULL
41,365630,"2016-01-30 20:25:48","2016-01-30 20:25:48","上坂すみれ","1991/12/19生 声優・ロシア語専攻、そしてソ連とロシアを何より愛する皆様のアジテーター！セカンドアルバム「20世紀の逆襲」1/6発売！ Я люблю Россию!!",955,342,10667,"Uesakasumire","http://pbs.twimg.com/profile_images/611523926905110528/onDeIMFn_normal.jpg",13567,NULL
42,1757,"2016-01-30 20:25:48","2016-01-30 20:25:48","植原みゆき","ナレーター・声優*ウサギと戯れたりしてます*BSプレミアム『キズナでチャレンジ』https://t.co/Kf3XYvOJxH  *角川書店『零戦』『風立ちぬ』PV https://t.co/EmwnkmhwlH",33,234,162,"MyumyU_Uehara","http://pbs.twimg.com/profile_images/677880860532588544/cSXsaSMk_normal.jpg",10617,NULL
43,397486,"2016-01-30 20:25:48","2016-01-30 20:25:48","内田彩","『ラブライブ！』南ことり『宇宙戦艦ヤマト2199』岬百合亜『絶対絶望少女』苗木こまる『トリニティセブン』神無月アリン『絶滅危愚少女』等々力あまね『あいまいみー』麻衣『DEVIL SURVIVOR 2 』新田維緒 『ビビッドレッド・オペレーション』四宮ひまわり『ストライクウィッチーズ劇場版』服部静夏",3,236,13725,"aya_uchida","http://pbs.twimg.com/profile_images/683118750653001728/TGrqQ_WX_normal.jpg",10106,NULL
44,130028,"2016-01-30 20:25:48","2016-01-30 20:25:48","内田真礼 Official","【1stアルバム「PENKI」発売中！1stライブ2/28開催決定！】こちら内田真礼のOfficial Twitterです。オフショットや発売情報・宣伝情報を中心にスタッフがつぶやきます。本人も時々つぶやきます!?",0,6,3899,"MaayaUchida","http://pbs.twimg.com/profile_images/652420224931659776/0ZNemRde_normal.jpg",695,NULL
45,3259,"2016-01-30 20:25:48","2016-01-30 20:25:48","内海慶子☆","大阪出身の声優内海慶子やょ☆(=^▽^=) ★まったり呟きちぅ♪ 出演作品:アニメ『ジュエルペット』シリーズ　ミルキィ。ゲーム『サウザンドメモリーズ』ヒナ、ビスマルク他『限界凸記モエロクロニクル』ジズ、タロス。『アカツキ電光戦記』・『エヌアイン完全世界』完全者、カティ",79,127,297,"utsumikeiko","http://pbs.twimg.com/profile_images/428795479078363136/OiP-tYLb_normal.png",12056,NULL
46,3212,"2016-01-30 20:25:48","2016-01-30 20:25:48","宇和川 恵美","青二プロダクション所属、声優・ナレーター('-'*)TBSアカデミーナイトＱ、MXニュース女子、BS朝日CNNｻﾀﾃﾞｰﾅｲﾄ、他OA中♪シルシルミシル・ｷｬﾗﾅﾚ、三國無双・孫尚香、みんなのGOLF 他♪ﾌｫﾛｰはﾘｱﾙ友人とお仕事関係者のみで(*´人｀*)漫画家の葉月京先生と音楽ユニット突き指パンダごきげん活動中！",135,198,353,"uwaemi","http://pbs.twimg.com/profile_images/565510423944781824/zp_bV8Bq_normal.jpeg",27949,NULL
47,2408,"2016-01-30 20:25:48","2016-01-30 20:25:48","雨蘭咲木子","テアトル・エコー所属 
女優AND声優",13,748,250,"uran_sakiko","http://pbs.twimg.com/profile_images/378800000451340477/f432ac17e2bb45c871b1bf8486ab2091_normal.jpeg",3304,NULL
48,4134,"2016-01-30 20:25:48","2016-01-30 20:25:48","【R18】榎津まお","★ほこりたかき？野良エロゲ声優をしてますー★けど、仕事の話はあまりしませぬ（≧∇≦）★まとめとかhttps://t.co/xrx0zNVA6a ★思い出したようにキャスもします(*´ｪ｀*)",241,191,463,"enokidu_mao","http://pbs.twimg.com/profile_images/690812551874019328/1I4_NTlk_normal.jpg",8269,NULL
49,27902,"2016-01-30 20:25:48","2016-01-30 20:25:48","榎本温子","声優の榎本温子です。ニコ生『PSO2放送局』にレギュラー出演中☆ 代表作 『彼氏彼女の事情』雪野役 『ふたりはプリキュアSS』舞役『LINE 』サリー役『カードファイト！ヴァンガード』先導エミ役 他多数 ※ツイートのニュースサイト等への無断引用、転載ご遠慮ください。 ハンチョルペンのがちえるぷ。ルハンペン。",183,545,2728,"atsuko_bewe","http://pbs.twimg.com/profile_images/686109908849172480/ci5aF9wW_normal.jpg",48029,NULL
50,808,"2016-01-30 20:25:48","2016-01-30 20:25:48","江里夏","声優として活動をしています♪",0,201,169,"erikafortuna","http://pbs.twimg.com/profile_images/657187278050095105/b8MR4aXw_normal.jpg",176,NULL
51,778,"2016-01-30 20:25:48","2016-01-30 20:25:48","及川ひとみ","アズリードカンパニーで音響に関するお仕事をやっています。｢雨色ココア｣｢マジカルドリーマーズ｣｢シューティングガール｣｢プリンセスメーカー｣｢失恋ショコラティエ｣｢UNLEASHED｣など",11,144,68,"h_oikawa","http://pbs.twimg.com/profile_images/1752329784/pyosuke_normal.jpg",1293,NULL
52,6964,"2016-01-30 20:25:48","2016-01-30 20:25:48","近江知永","声優や歌をやっています。ユニットAFIVEの一員。ニコ生、お休み中〜 https://t.co/5pVaLTSw7Z",6,288,749,"ohmi_003","http://pbs.twimg.com/profile_images/688736226614972417/9phnGQm__normal.jpg",12813,NULL
53,5870,"2016-01-30 20:25:48","2016-01-30 20:25:48","大久保藍子@2/26LIVE","大久保藍子と申します。声のお仕事をさせて頂いております。現在フリーで活動中！パンケーキをこよなく愛しています☆d(´▽｀)b　お返事は気まぐれでごめんなさい〜！",50,256,451,"aiko_okb","http://pbs.twimg.com/profile_images/630799412030078976/kkXbZKCo_normal.png",13712,NULL
54,5481,"2016-01-30 20:25:48","2016-01-30 20:25:48","大竹みゆ＠殺意様2016","大竹みゆです
オンライン・TRPG・麻雀・各種ゲームらぶ♪
声やゲームのプレイヤーのお仕事しています。富士見書房から著者デビューしました
戦闘で敵を倒す事が好きなので
殺意様って呼ばれてるけど
怖がらずにフォローして下さい♪

アリアンロッドサガ：ピアニィ役
TRPG部　ルティナス
個人サークル　ピアニィ・ガーデン",4,217,628,"primlog","http://pbs.twimg.com/profile_images/542891233564033024/BT6kKxZp_normal.jpeg",26974,NULL
55,28913,"2016-01-30 20:25:48","2016-01-30 20:25:48","大橋歩夕","声優他、多方面でお仕事させて頂いてます。あまりお返事は出来ませんが、ゆるっと日々の出来事を呟いてます。海外ドラマと恐竜とインコが好き。アニメは名言で楽しむ派。「ストライクウィッチーズ」エイラ役「放課後のプレアデス」あおい役「ラブライブ」アライズ/優木役「ガールズ&パンツァー」おりょう役など。",127,237,1872,"ayuruohashi","http://pbs.twimg.com/profile_images/488256144062689280/u759P7uF_normal.jpeg",3658,NULL
56,3718,"2016-01-30 20:25:48","2016-01-30 20:25:48","大原桃子","マウスプロモーション所属の大原桃子です。声のお仕事をさせて頂いております。素敵な人間になれるように、表現者になれるように 日々精進！（｀・ω・´）",10,116,484,"MomoJule","http://pbs.twimg.com/profile_images/576351171805192192/Ov7B2jBK_normal.jpeg",2185,NULL
57,5986,"2016-01-30 20:25:48","2016-01-30 20:25:48","大本眞基子","声の仕事ほか色々◆出演作「星のカービィ」「コレクター・ユイ」「ゾイド」フィーネ「レッツゴーMAX」ネロ「ダンガンロンパ」舞園さやか「戦国無双」稲姫 等。ルーミー朗読CD「ただひとつの息吹」 http://t.co/sUMxohhB 発売中☆著作絵本「ぼくの旅」(amazon)朗読・イラスト・お仕事依頼はブログメールまで",235,158,560,"Makiko_Ohmoto","http://pbs.twimg.com/profile_images/648520029596614657/1uvKdUlZ_normal.jpg",5541,NULL
58,240766,"2016-01-30 20:25:48","2016-01-30 20:25:48","緒方恵美@2/13・14M'sBAR","声を使う仕事を各種。宣伝アカウント＆リプライ気まぐれご了承を。オガタ入門は映像も音楽も常に「最新作」。気に入って貰えたら遡って下さいね（^-^） ブログ⇒https://t.co/KRfG0JLAha M's BAR「真冬の午後のAOR」2/13(大阪)・14(東京)⇒https://t.co/Ktyeyoqs0c",613,307,7749,"Megumi_Ogata","http://pbs.twimg.com/profile_images/474834931869163520/Jw8IcGNW_normal.jpeg",42846,NULL
59,1847,"2016-01-30 20:25:48","2016-01-30 20:25:48","奥川久美子（おくっく）","奥川久美子、主に大人なゲームで声優をしています。呟きがひらがななのは、色々なナニカをごまかすため（時々、打ち間違える）。お仕事は、いつでもどんなものでも、お気軽にお問い合わせくださいまし！最近は裏方さんもやってます。大阪での収録はキャスティングもご相談くださいませ。http://t.co/0uFLt6eqlP",273,286,210,"okuck","http://pbs.twimg.com/profile_images/671879968448643072/BkfTeeBO_normal.jpg",18059,NULL
60,9189,"2016-01-30 20:25:48","2016-01-30 20:25:48","沖佳苗","声優をしています♪特撮大好き！最近は映画を見たり小説を読んだりすることが趣味です(o^o^o)よろしくお願いします＼(^O^)／",0,92,789,"Okikanae","http://pbs.twimg.com/profile_images/1285278909/201103241834000_normal.jpg",1966,NULL
61,3819,"2016-01-30 20:25:48","2016-01-30 20:25:48","緒田マリ☆マリゆり反省会1/29配信","美少女ゲーム声優【代表作】Piaキャロ３（木ノ下貴子）／SHUFFLE!（紅薔薇撫子）／ひなたのつき（ツキヨ）etc.　【緒田マリ企画】「マリゆりラジオCD」「めぐるほしのかけら（ショタエルフ物）」は とらのあな様にて絶賛取扱中♪　ショタ系サークルCHU-CHU作りました♪　アイコン：シズク（めぐほし）",124,483,238,"odamakkori","http://pbs.twimg.com/profile_images/583648597230526465/K20Qr62g_normal.jpg",15218,NULL
62,16397,"2016-01-30 20:25:48","2016-01-30 20:25:48","小野 早稀(おの さき)","青年座所属新人声優。おのさきって苗字じゃないよ！早希じゃなくて早稀だよ！食べる事とゲームが大好き('ω'*)【出演】温泉幼精ハコネちゃん(ハコネちゃん)/ふなふなふな日和(にゃおっしー)/VENUS PROJECT(小瀬路未)/ひめゴト(運子)/まどマギ/アイドリズム/かんぱに/モン娘/スケ雀刑事…etc♡",18542,175,372,"OnoSaki1126","http://pbs.twimg.com/profile_images/616914518044622848/z01H73Ol_normal.jpg",8319,NULL
63,35941,"2016-01-30 20:25:48","2016-01-30 20:25:48","小野涼子","小野涼子と申します。声のお仕事をさせていただいております。地元愛でベイスターズ愛。 お返事は気まぐれでさせていただいてます(*´▽｀*) 
2016年こそ＼横浜優勝！／",27,214,2202,"ono_ryoko","http://pbs.twimg.com/profile_images/2514718360/icon1910680657183428097mira_normal.jpg",10321,NULL
64,124037,"2016-01-30 20:25:48","2016-01-30 20:25:48","甲斐田ゆき","にんじん、柳家小三治さん、立川志の輔さん、ヤクルトスワローズ、クイーン、クナイプ、ナルニア国物語、秋月りすさん、FRIENDS、ドクターハウス、マット・デイモンさん、内P、ご存知あの人…好きなものたくさん♪",743,236,5366,"KAIDA_YUKI","http://pbs.twimg.com/profile_images/1097320447/image_normal.jpg",18637,NULL
65,3457,"2016-01-30 20:25:48","2016-01-30 20:25:48","貝原怜奈 秘密基地100回！","声優やってます、貝原怜奈です。カエルさんがめちゃめちゃ大好き！けろにちわ！いつまで言うんだ(・ω・)ノ「けろ」は「なう」の意味。スーパーロボット大戦OGシャイン王女してます。カープ女子。F1も好き。カワサキまるこ。エンジェルマスター。**コメントありがとうございます！割と返信出来る様にがんばってます★**",150,225,307,"kaiharareina","http://pbs.twimg.com/profile_images/583220983403667456/B_71XPVW_normal.jpg",25634,NULL
